 Go Ju Ni P5 Ph Py Rk     Yin and yang
 Go Ju Ni P5 Ph Py Rk     XML/DOM serialization
 Go Ju Ni P5 Ph Py Rk     Window management
 Go Ju Ni P5 Ph Py Rk     Window creation/X11
 Go Ju Ni P5 Ph Py Rk     Web scraping
 Go Ju Ni P5 Ph Py Rk     Video display modes
 Go Ju Ni P5 Ph Py Rk     Terminal control/Unicode output
 Go Ju Ni P5 Ph Py Rk     Terminal control/Positional read
 Go Ju Ni P5 Ph Py Rk     Terminal control/Dimensions
 Go Ju Ni P5 Ph Py Rk     Take notes on the command line
 Go Ju Ni P5 Ph Py Rk     Sutherland-Hodgman polygon clipping
 Go Ju Ni P5 Ph Py Rk     Speech synthesis
 Go Ju Ni P5 Ph Py Rk     Sockets
 Go Ju Ni P5 Ph Py Rk     Simple windowed application
 Go Ju Ni P5 Ph Py Rk     Simple database
 Go Ju Ni P5 Ph Py Rk     Shell one-liner
 Go Ju Ni P5 Ph Py Rk     Send email
 Go Ju Ni P5 Ph Py Rk     SQL-based authentication
 Go Ju Ni P5 Ph Py Rk     Rosetta Code/Rank languages by popularity
 Go Ju Ni P5 Ph Py Rk     Rosetta Code/Fix code tags
 Go Ju Ni P5 Ph Py Rk     Rosetta Code/Find unimplemented tasks
 Go Ju Ni P5 Ph Py Rk     Rosetta Code/Find bare lang tags
 Go Ju Ni P5 Ph Py Rk     Rosetta Code/Count examples
 Go Ju Ni P5 Ph Py Rk     Retrieve and search chat history
 Go Ju Ni P5 Ph Py Rk     RCRPG
 Go Ju Ni P5 Ph Py Rk     QR decomposition
 Go Ju Ni P5 Ph Py Rk     Plot coordinate pairs
 Go Ju Ni P5 Ph Py Rk     Pig the dice game/Player
 Go Ju Ni P5 Ph Py Rk     Percentage difference between images
 Go Ju Ni P5 Ph Py Rk     Parametrized SQL statement
 Go Ju Ni P5 Ph Py Rk     Parallel calculations
 Go Ju Ni P5 Ph Py Rk     OpenGL
 Go Ju Ni P5 Ph Py Rk     One-time pad
 Go Ju Ni P5 Ph Py Rk     Native shebang
 Go Ju Ni P5 Ph Py Rk     Mutex
 Go Ju Ni P5 Ph Py Rk     Median filter
 Go Ju Ni P5 Ph Py Rk     Matrix digital rain
 Go Ju Ni P5 Ph Py Rk     Make directory path
 Go Ju Ni P5 Ph Py Rk     Linux CPU utilization
 Go Ju Ni P5 Ph Py Rk     Keyboard macros
 Go Ju Ni P5 Ph Py Rk     Image convolution
 Go Ju Ni P5 Ph Py Rk     Hough transform
 Go Ju Ni P5 Ph Py Rk     Host introspection
 Go Ju Ni P5 Ph Py Rk     Hello world/Web server
 Go Ju Ni P5 Ph Py Rk     Hello world/Line printer
 Go Ju Ni P5 Ph Py Rk     HTTPS/Client-authenticated
 Go Ju Ni P5 Ph Py Rk     HTTPS/Authenticated
 Go Ju Ni P5 Ph Py Rk     HTTPS
 Go Ju Ni P5 Ph Py Rk     HTTP
 Go Ju Ni P5 Ph Py Rk     Grayscale image
 Go Ju Ni P5 Ph Py Rk     Globally replace text in several files
 Go Ju Ni P5 Ph Py Rk     GUI enabling/disabling of controls
 Go Ju Ni P5 Ph Py Rk     GUI component interaction
 Go Ju Ni P5 Ph Py Rk     Fork
 Go Ju Ni P5 Ph Py Rk     Find duplicate files
 Go Ju Ni P5 Ph Py Rk     File modification time
 Go Ju Ni P5 Ph Py Rk     FTP
 Go Ju Ni P5 Ph Py Rk     Draw a rotating cube
 Go Ju Ni P5 Ph Py Rk     Determine if only one instance is running
 Go Ju Ni P5 Ph Py Rk     Death Star
 Go Ju Ni P5 Ph Py Rk     DNS query
 Go Ju Ni P5 Ph Py Rk     Color quantization
 Go Ju Ni P5 Ph Py Rk     Check output device is a terminal
 Go Ju Ni P5 Ph Py Rk     Chat server
 Go Ju Ni P5 Ph Py Rk     Chaos game
 Go Ju Ni P5 Ph Py Rk     Call a function in a shared library
 Go Ju Ni P5 Ph Py Rk     Bitmap/Read a PPM file
 Go Ju Ni P5 Ph Py Rk     Bilinear interpolation
 Go Ju Ni P5 Ph Py Rk     Apply a digital filter (direct form II transposed)
 Go Ju Ni P5 Ph Py Rk     2048
 Go Ju Ni P5 Ph    Rk Wr  Consecutive Primes With Ascending Or Descending Differences
 Go Ju Ni P5 Ph    Rk Wr  Compile-time calculation
 Go Ju Ni P5 Ph    Rk Wr  Combinations with repetitions/Square digit chain
 Go Ju Ni P5 Ph    Rk Wr  Calendar - for "REAL" programmers
 Go Ju Ni P5 Ph    Rk Wr  Assertions in design by contract
 Go Ju Ni P5 Ph    Rk Wr  Air mass
 Go Ju Ni P5 Ph    Rk Wr  Additive primes
 Go Ju Ni P5 Ph    Rk     Starting a web browser
 Go Ju Ni P5 Ph    Rk     Snake
 Go Ju Ni P5 Ph    Rk     Sierpinski square curve
 Go Ju Ni P5 Ph    Rk     Create an object at a given address
 Go Ju Ni P5 Ph    Rk     Compiler/Verifying syntax
 Go Ju Ni P5 Ph       Wr  16 puzzle game
 Go Ju Ni P5 Ph           Audio frequency generator
 Go Ju Ni P5    Py Rk Wr  Sierpinski pentagon
 Go Ju Ni P5    Py Rk Wr  Runtime evaluation
 Go Ju Ni P5    Py Rk     XML validation
 Go Ju Ni P5    Py Rk     Echo server
 Go Ju Ni P5    Py Rk     Distributed programming
 Go Ju Ni P5       Rk     Time-based one-time password algorithm
 Go Ju Ni    Ph Py Rk Wr  Zeckendorf arithmetic
 Go Ju Ni    Ph Py Rk Wr  Vogel's approximation method
 Go Ju Ni    Ph Py Rk Wr  Table creation
 Go Ju Ni    Ph Py Rk Wr  Smallest enclosing circle problem
 Go Ju Ni    Ph Py Rk Wr  Singly-linked list/Element removal
 Go Ju Ni    Ph Py Rk Wr  Numerical and alphabetical suffixes
 Go Ju Ni    Ph Py Rk Wr  K-means++ clustering
 Go Ju Ni    Ph Py Rk Wr  K-d tree
 Go Ju Ni    Ph Py Rk Wr  Geometric algebra
 Go Ju Ni    Ph Py Rk Wr  Fibonacci heap
 Go Ju Ni    Ph Py Rk Wr  Doubly-linked list/Traversal
 Go Ju Ni    Ph Py Rk Wr  Doubly-linked list/Definition
 Go Ju Ni    Ph Py Rk Wr  Create a file on magnetic tape
 Go Ju Ni    Ph Py Rk Wr  Continued fraction/Arithmetic/G(matrix ng, continued fraction n)
 Go Ju Ni    Ph Py Rk Wr  Cistercian numerals
 Go Ju Ni    Ph Py Rk Wr  Brace expansion using ranges
 Go Ju Ni    Ph Py Rk Wr  Bitmap/Midpoint circle algorithm
 Go Ju Ni    Ph Py Rk Wr  Bitmap/Bézier curves/Quadratic
 Go Ju Ni    Ph Py Rk Wr  Bitmap/Bézier curves/Cubic
 Go Ju Ni    Ph Py Rk Wr  Arena storage pool
 Go Ju Ni    Ph Py Rk Wr  Abelian sandpile model/Identity
 Go Ju Ni    Ph Py Rk Wr  AVL tree
 Go Ju Ni    Ph Py Rk     Record sound
 Go Ju Ni    Ph Py Rk     Machine code
 Go Ju Ni    Ph Py Rk     Go Fish
 Go Ju Ni    Ph Py Rk     Colour pinstripe/Printer
 Go Ju Ni    Ph Py Rk     Bitmap/Read an image through a pipe
 Go Ju Ni    Ph Py Rk     Bitmap/PPM conversion through a pipe
 Go Ju Ni    Ph Py Rk     Bitmap/Histogram
 Go Ju Ni    Ph Py Rk     A* search algorithm
 Go Ju Ni    Ph Py    Wr  Rare numbers
 Go Ju Ni    Ph Py    Wr  Play recorded sounds
 Go Ju Ni    Ph Py    Wr  Compare sorting algorithms' performance
 Go Ju Ni    Ph Py    Wr  Catmull–Clark subdivision surface
 Go Ju Ni    Ph Py        Canny edge detector
 Go Ju Ni    Ph Py        Audio alarm
 Go Ju Ni    Ph    Rk Wr  Strassen's algorithm
 Go Ju Ni    Ph    Rk Wr  Quoting constructs
 Go Ju Ni    Ph    Rk Wr  Parametric polymorphism
 Go Ju Ni    Ph    Rk Wr  P-Adic numbers, basic
 Go Ju Ni    Ph    Rk Wr  Doubly-linked list/Element removal
 Go Ju Ni    Ph    Rk Wr  Continued fraction/Arithmetic/G(matrix ng, continued fraction n1, continued fraction n2)
 Go Ju Ni    Ph    Rk Wr  Constrained genericity
 Go Ju Ni    Ph    Rk     Pinstripe/Printer
 Go Ju Ni    Ph       Wr  Unicode polynomial equation
 Go Ju Ni    Ph       Wr  Sorting algorithms/Tree sort on a linked list
 Go Ju Ni    Ph       Wr  Latin Squares in reduced form/Randomizing using Jacobson and Matthews’ Technique
 Go Ju Ni    Ph           Waveform analysis/Top and tail
 Go Ju Ni                 Audio overlap loop
 Go Ju    P5 Ph Py Rk Wr  Welch's t-test
 Go Ju    P5 Ph Py Rk Wr  Two bullet roulette
 Go Ju    P5 Ph Py Rk Wr  Solve triangle solitare puzzle
 Go Ju    P5 Ph Py Rk Wr  Send an unknown method call
 Go Ju    P5 Ph Py Rk Wr  Secure temporary file
 Go Ju    P5 Ph Py Rk Wr  Resistance network calculator
 Go Ju    P5 Ph Py Rk Wr  Price list behind API
 Go Ju    P5 Ph Py Rk Wr  Polynomial synthetic division
 Go Ju    P5 Ph Py Rk Wr  Particle swarm optimization
 Go Ju    P5 Ph Py Rk Wr  Numerical integration/Adaptive Simpson's method
 Go Ju    P5 Ph Py Rk Wr  N-body problem
 Go Ju    P5 Ph Py Rk Wr  Montgomery reduction
 Go Ju    P5 Ph Py Rk Wr  Modulinos
 Go Ju    P5 Ph Py Rk Wr  Make a backup file
 Go Ju    P5 Ph Py Rk Wr  Logistic curve fitting in epidemiology
 Go Ju    P5 Ph Py Rk Wr  Jaro-Winkler distance
 Go Ju    P5 Ph Py Rk Wr  Hunt the Wumpus
 Go Ju    P5 Ph Py Rk Wr  Getting the number of decimals
 Go Ju    P5 Ph Py Rk Wr  Find first and last set bit of a long integer
 Go Ju    P5 Ph Py Rk Wr  Code segment unload
 Go Ju    P5 Ph Py Rk     Write to Windows event log
 Go Ju    P5 Ph Py Rk     SOAP
 Go Ju    P5 Ph Py Rk     Multiline shebang
 Go Ju    P5 Ph Py Rk     External sort
 Go Ju    P5 Ph Py Rk     Aspect oriented programming
 Go Ju    P5 Ph Py Rk     Active Directory/Search for a user
 Go Ju    P5 Ph Py Rk     Active Directory/Connect
 Go Ju    P5 Ph Py        Tetris
 Go Ju    P5 Ph    Rk Wr  XXXX redacted
 Go Ju    P5 Ph    Rk Wr  Text completion
 Go Ju    P5 Ph    Rk Wr  Spoof game
 Go Ju    P5 Ph    Rk Wr  Railway circuit
 Go Ju    P5 Ph    Rk Wr  Penrose tiling
 Go Ju    P5 Ph    Rk Wr  Möbius function
 Go Ju    P5 Ph    Rk Wr  Mayan calendar
 Go Ju    P5 Ph    Rk Wr  Launch rocket with countdown and acceleration in stdout
 Go Ju    P5 Ph    Rk Wr  Interactive help
 Go Ju    P5 Ph    Rk Wr  I'm a software engineer, get me out of here
 Go Ju    P5 Ph    Rk Wr  Generalised floating point addition
 Go Ju    P5 Ph    Rk Wr  Find URI in text
 Go Ju    P5 Ph    Rk Wr  Fibonacci matrix-exponentiation
 Go Ju    P5 Ph    Rk     User defined pipe and redirection operators
 Go Ju    P5 Ph    Rk     Recursive descent parser generator
 Go Ju    P5 Ph    Rk     Pentomino tiling
 Go Ju    P5 Ph    Rk     Greed
 Go Ju    P5 Ph           Solving coin problems
 Go Ju    P5    Py Rk Wr  Runtime evaluation/In an environment
 Go Ju    P5              Remote agent/Simulation
 Go Ju    P5              Remote agent/Agent logic
 Go Ju       Ph Py Rk Wr  Reflection/Get source
 Go Ju       Ph Py Rk     Simulate input/Mouse
 Go Ju       Ph Py Rk     Rendezvous
 Go Ju       Ph Py Rk     Perceptron
 Go Ju       Ph Py Rk     Joystick position
 Go Ju       Ph    Rk Wr  Unit testing
 Go Ju       Ph    Rk Wr  Transportation problem
 Go Ju       Ph    Rk Wr  Multidimensional Newton-Raphson method
 Go Ju       Ph    Rk     Using a speech engine to highlight words
 Go Ju       Ph    Rk     Terminal control/Restricted width positional input/With wrapping
 Go Ju       Ph    Rk     Terminal control/Restricted width positional input/No wrapping
 Go Ju       Ph    Rk     Robots
 Go Ju       Ph    Rk     Raster bars
 Go Ju       Ph    Rk     OpenGL/Utah Teapot
 Go Ju       Ph       Wr  Weather routing
 Go Ju       Ph       Wr  Tamagotchi emulator
 Go Ju       Ph       Wr  Solve a Rubik's Cube
 Go Ju       Ph       Wr  Generalised floating point multiplication
 Go Ju       Ph           Ukkonen’s suffix tree construction
 Go Ju       Ph           Morpion solitaire
 Go Ju       Ph           Hexapawn
 Go Ju       Ph           Boids
 Go Ju       Ph           Black Box
 Go Ju          Py Rk     URL shortener
 Go Ju                    Remote agent/Agent interface
 Go    Ni P5 Ph Py Rk     Simulate input/Keyboard
 Go    Ni P5 Ph Py Rk     Rosetta Code/Rank languages by number of users
 Go    Ni P5 Ph    Rk Wr  Palindromic primes in base 16
 Go    Ni P5 Ph    Rk     Rosetta Code/Tasks without examples
 Go    Ni    Ph Py Rk Wr  Self-hosting compiler
 Go    Ni    Ph Py Rk     Use another language to call a function
 Go    Ni    Ph    Rk Wr  VList
 Go    Ni    Ph    Rk     Rosetta Code/List authors of task descriptions
 Go    Ni    Ph       Wr  Addition-chain exponentiation
 Go    Ni    Ph           Blackjack strategy
 Go    Ni          Rk     Rosetta Code/Run examples
 Go       P5 Ph Py Rk Wr  Most frequent k chars distance
 Go       P5 Ph Py Rk     Yahoo! search interface
 Go       P5 Ph Py        Chess player
 Go       P5 Ph    Rk Wr  Untrusted environment
 Go       P5 Ph    Rk Wr  Safe mode
 Go       P5 Ph    Rk Wr  Parse EBNF
 Go       P5 Ph    Rk     Process SMIL directives in XML data
 Go       P5       Rk     IPC via named pipe
 Go          Ph Py        OLE automation
 Go          Ph    Rk Wr  Proof
 Go             Py Rk     Run as a daemon or service
 Go             Py        Using the Meetup.com API
 Go                       OpenGL pixel shader
 Go                       IRC gateway
 Go                       15 puzzle game in 3D
    Ju Ni P5 Ph Py Rk Wr  Word ladder
    Ju Ni P5 Ph Py Rk Wr  Unique characters in each string
    Ju Ni P5 Ph Py Rk Wr  Sylvester's sequence
    Ju Ni P5 Ph Py Rk Wr  Practical numbers
    Ju Ni P5 Ph Py Rk Wr  Longest substrings without repeating characters
    Ju Ni P5 Ph Py Rk Wr  Largest proper divisor of n
    Ju Ni P5 Ph Py Rk Wr  Harmonic series
    Ju Ni P5 Ph Py Rk Wr  Bioinformatics/Subsequence
    Ju Ni P5 Ph Py    Wr  Random sentence from book
    Ju Ni P5 Ph    Rk Wr  Unique characters
    Ju Ni P5 Ph    Rk Wr  Substring primes
    Ju Ni P5 Ph    Rk Wr  Special Divisors
    Ju Ni P5 Ph    Rk Wr  Home primes
    Ju Ni P5 Ph    Rk Wr  Distinct Palindromes Within Decimal Numbers
    Ju Ni P5 Ph    Rk Wr  Discrete Fourier transform
    Ju Ni    Ph       Wr  P-Adic square roots
    Ju       Ph    Rk Wr  Compiler/Simple file inclusion pre processor
    Ju       Ph           WiktionaryDumps to words
          P5              Rosetta Code:Village Pump/Lang-tag bot/Source
             Ph    Rk     Vidir
             Ph           Product of decimal digits of n
             Ph           CLI-based maze-game
             Ph           Arithmetic evaluation/Phix
